State,IHE,Program Title,Level of Degree,Format,Alternate Route to Certification,Category of Credentialling,URL for Program
North Carolina,University of North Carolina at Chapel Hill,Birth-Kindergarten/Pre-Kindergarten add-on licensure program,State Certification or Credential Only,Hybrid,No,Blended,https://ed.unc.edu/academics/programs/birth-kindergarten-pre-kindergarten/about-the-program/
North Carolina,University of North Carolina at Charlotte,Graduate Certificate in Child and Family Development: Birth Through Kindergarten,State Certification or Credential Only,Hybrid,Yes,Blended,https://spcd.charlotte.edu/child-and-family-development/graduate-certificate-child-family-studies
North Carolina,University of North Carolina at Pembroke,Preschool Add-On Licensure; Special Education,State Certification or Credential Only,Hybrid,No,Blended,https://www.uncp.edu/departments/inclusive-education/birth-kindergarten/preschool-add-licensure
North Carolina,University of North Carolina at Pembroke,Residency licensure pathway,State Certification or Credential Only,In Person,Yes,Blended,https://www.uncp.edu/departments/inclusive-education/mat-birth-kindergarten
North Carolina,Western Carolina University,Birth to Kindergarten Alternative Licensure,State Certification or Credential Only,Online,Yes,Blended,https://www.wcu.edu/learn/departments-schools-colleges/ceap/suite-201/office-of-alternative-licensure/
North Carolina,Winston-Salem State University,RAM Residency: Birth-Kindergarten Education (B-K) concentration,State Certification or Credential Only,In Person,Yes,Blended,https://www.wssu.edu/academics/colleges-and-departments/college-of-arts-sciences-business-education/education/educator-preparation-program/ram-residency-pathway.html
North Dakota,Mayville State University,Special Education B.S.ED. Dual Certification/Double Major,Bachelors,Hybrid,No,Dual,https://mayvillestate.smartcatalogiq.com/en/2023-2024/2023-2024-academic-catalog/academic-programs/education/special-education-bsed-dual-certificationdouble-major/
North Dakota,University of North Dakota,Accelerated ECE B.S. + Special Education Minor + ECE M.S.,Integrated Bachelors/Masters,Hybrid,No,Dual,https://und.edu/programs/early-childhood-education-bsed-ms/requirements.html
North Dakota,Minot State University,Graduate Certificate: Early Childhood Special Education (ECSE),Graduate Certificate,Online,No,ECSE,https://www.minotstateu.edu/sped/graduate-programs.shtml
North Dakota,University of North Dakota,Graduate Certificate in Special Education - ECSE Specializtion,Graduate Certificate,Online,No,ECSE,https://und.edu/programs/special-education-certificate/index.html
North Dakota,Minot State University,M.S. in Early Childhood Special Education,Masters,Hybrid,No,ECSE,https://catalog.minotstateu.edu/graduate/programs-of-study/ms-special-education/#text
North Dakota,University of North Dakota,Master of Education in Special Education + ECSE specialization,Masters,In Person,No,ECSE,https://und.edu/programs/special-education-med/index.html
Ohio,Bluffton University,PRE-K SPECIAL NEEDS ENDORSEMENT (21 hours) added to the Intervention Specialist license.,Bachelors,In Person,No,ECSE,https://www.bluffton.edu/catalog/courses/edu/index.aspx#prekneeds
Ohio,Bowling Green State University,Inclusive PreK-5 Education: Specialization in Primary (PK-5) Education & Primary (PK-5) Intervention Specialist,Bachelors,In Person,No,Dual,https://catalog.bgsu.edu/preview_program.php?catoid=21&poid=7914&returnto=1713
Ohio,Bowling Green State University - Firelands,Inclusive PreK- grade 5 Education Program,Bachelors,In Person,No,Dual,https://www.bgsu.edu/catalog/colleges-and-programs/college-of-education-and-human-development/inclusive-prek5-education.html
Ohio,Cedarville University,BACHELOR OF ARTS IN PRIMARY (P-5) / SPECIAL EDUCATION DEGREE,Bachelors,In Person,No,Dual,https://www.cedarville.edu/academic-programs/early-childhood-special-education
Ohio,Franciscan University of Steubenville,"Dual License-Intervention Specialist, and Elementary Education (PK-5)",Bachelors,In Person,No,Dual,https://franciscan.smartcatalogiq.com/en/2023-2024/undergraduate-catalog/academic-programs/education/education-dual-licenses-endorsement-intervention-specialist-mild-moderate-k-12-primary-p-5-bachelor-of-science/
Ohio,Lourdes University,Dual Elementary Education Program with Dual Licensure in Special Education Pre K-5 (BA),Bachelors,In Person,No,Dual,https://www.lourdes.edu/academics/education/dual-elementary-with-licensure-special-ed/dual-elementary-and-licensure-plan-of-study/
Ohio,Miami University-Oxford,Primary Education PK-5 (Inclusive PK-5 Pathway),Bachelors,In Person,No,Dual,https://miamioh.edu/ehs/departments/teaching-curriculum/academics/majors-minors/primary-education/inclusive-pk5-pathway.html
Ohio,Mount Vernon Nazarene University,ELEMENTARY EDUCATION/ELEMENTARY INTERVENTION P-5,Bachelors,In Person,No,Dual,https://www.mvnu.edu/undergraduate/academics/elementary-education-intervention
Ohio,Ohio Christian University,BSEd in Early Childhood Education (PreK-5) Dual Interventionist,Bachelors,In Person,No,Dual,https://www.ohiochristian.edu/school-of-education/bachelor-of-science-early-childhood-education-prek-5-degree/102/
Ohio,Ohio Christian University,BSEd in Early Childhood Education (PreK-5) with Pre-Kindergarten Special Needs Endorsement,Bachelors,In Person,No,Dual,https://www.ohiochristian.edu/school-of-education/bachelor-of-science-pre-kindergarten-special-needs-endorsement/112/
Ohio,Ohio Christian University,BSEd in Mild to Moderate Intervention Specialist Education (Grades K-12) Pre-Kindergarten Special Needs Endorsement,Bachelors,In Person,No,Dual,https://www.ohiochristian.edu/school-of-education/bachelor-of-science-mild-to-moderate-intervention-seg-degree/107/
Ohio,Ohio State University,Early Childhood Intervention Specialist,Bachelors,In Person,No,ECSE,https://ehe.osu.edu/undergraduate/dual-licensure-primary-general-education-intervention-specialist-p-5
Ohio,Ohio Wesleyan University,Inclusive Elementary Education Major,Bachelors,In Person,No,Dual,https://www.owu.edu/academics/departments-programs/department-of-education/education-majors/inclusive-elementary-education-major/
Ohio,Otterbein University,"Primary Education, PK-5 License and PreK-5 Intervention Specialist license",Bachelors,In Person,No,Dual,http://otterbein.catalog.acalog.com/preview_program.php?catoid=36&poid=5116&returnto=3611
Ohio,Shawnee State University,Early Childhood/Early Childhood Special Education Bachelor’s Degree (Dual License),Bachelors,In Person,No,Dual,https://www.shawnee.edu/areas-study/college-professional-studies/school-education/undergraduate/early-childhood-special
Ohio,University of Akron Wayne College,Early Childhood Inclusive Teacher Preparation (Age 3 thru Grade 5),Bachelors,In Person,No,Dual,https://www.uakron.edu/academics_majors/undergraduate/programs_detail.dot?programId=576a35be-3f17-4194-ae07-23b170abe6ec&pageTitle=Undergraduate%20majors&crumbTitle=Early%20Childhood%20Inclusive%20Teacher%20Preparation%20(Age%203%20thru%20Grade%205)
Ohio,University of Dayton,Early Childhood Education with Prekindergarten Special Needs Endorsement,Bachelors,In Person,No,Dual,https://udayton.edu/education/departments_and_programs/edt/programs/undergraduate/certs_end.php
Ohio,University of Dayton,Pre-Kindergarten to Grade 5 Intervention Specialist:,Bachelors,In Person,No,ECSE,https://udayton.edu/education/departments_and_programs/edt/programs/undergraduate/certs_end.php
Ohio,University of Mount Union,Intervention Specialist: Early Childhood Baccalaureate,Bachelors,In Person,No,ECSE,https://www.mountunion.edu/academics/undergraduate-degrees/education-–%C2%A0intervention-specialist
Ohio,University of Rio Grande,Primary Pre-K-Grade 5/Pre-K-Grade 5 Intervention Specialist 4 Year Dual (Bachelor),Bachelors,In Person,No,Dual,https://www.rio.edu/academics/find-your-program/education
Ohio,Walsh University,DUAL: P-5 ELEMENTARY EDUCATION/P-5 INTERVENTION SPECIALIST,Bachelors,In Person,No,Dual,http://catalog.walsh.edu/undergraduate/division-education/early-childhood-administration/p-5-dual/
Ohio,Wilmington College,"Primary Education Intervention Specialist License – Pre-Kindergarten through Grade 5, General and Special Education (dual license)",Bachelors,In Person,No,Dual,https://catalog.wilmington.edu/education/major/primary-educationintervention-specialist-major
Ohio,Xavier University,"Special Education, B.S. with a Concentration In Primary Intervention Specialist (P-5)",Bachelors,In Person,No,ECSE,https://catalog.xavier.edu/preview_program.php?catoid=41&poid=16444&hl=Special+Education%2C+B.S.+with+a+Concentration+In+Primary+Intervention+Specialist+%28P-5%29&returnto=search
Ohio,Youngstown State University,Early Childhood Education/Early Childhood Intervention Specialist Bachelor of Science in Education,Bachelors,In Person,No,Dual,https://ysu.edu/academics/beeghly-college-liberal-arts-social-sciences-education/early-childhood-educationearly-childhood-intervention-specialist
Ohio,Cleveland State University,"Dual Resident Education Program, M.Ed. (with licensure for P-5 General Education, P-5 Intervention Specialist, and TESOL endorsement)",Masters,In Person,No,Dual,https://levin.csuohio.edu/te/dual-resident-education-program-dream-program
Ohio,Cleveland State University,Early Childhood Intervention Specialist,Masters,In Person,No,ECSE,https://levin.csuohio.edu/te/early-childhood-intervention-specialist
Ohio,Muskingham University,"Early Childhood Intervention Specialist Licensure, Ages 3-8",Masters,In Person,No,ECSE,https://www.muskingum.edu/gcs/mae/early-childhood-intervention
Ohio,Ohio University,Early Childhood Intervention Specialist (ECIS),Masters,Online,No,ECSE,https://www.ohio.edu/education/teacher-ed/masters/intervention-specialist
Ohio,University of Dayton,Transdisciplinary Early Childhood Education (TCE) Option A,Masters,In Person,No,Dual,https://catalog.udayton.edu/graduate/schoolofeducationandhealthsciences/programsofstudy/teachereducation/#ECE
Ohio,University of Dayton,Transdisciplinary Early Childhood Education (TCE) Option B,Masters,In Person,No,Dual,https://catalog.udayton.edu/graduate/schoolofeducationandhealthsciences/programsofstudy/teachereducation/#ECE
Ohio,Xavier University,Masters in Special Education with Primary Intervention Specialist (P-5),Masters,In Person,No,ECSE,https://catalog.xavier.edu/preview_program.php?catoid=41&poid=16448&hl=Masters+in+Special+Education+with+Primary+Intervention+Specialist+%28P-5%29&returnto=search
Ohio,Kent State University at Kent,SPECIAL EDUCATION PRE-K SPECIAL NEEDS ENDORSEMENT PREPARATION - NON-DEGREE,State Certification or Credential Only,In Person,No,ECSE,https://catalog.kent.edu/colleges/eh/ldes/special-education-pre-k-special-needs-endorsement-preparation/
Ohio,Kent State University at Kent,Special Education Early Childhood (PK-5) Additional Licensure Preparation (Non-Degree),State Certification or Credential Only,In Person,No,ECSE,https://catalog.kent.edu/colleges/eh/ldes/special-education-early-childhood-pk-5-additional-licensure-preparation/#programinfotext
Ohio,Kent State University at Kent,Special Education Early Childhood (PK-5) Initial Licensure Preparation (Non-Degree),State Certification or Credential Only,In Person,No,ECSE,https://catalog.kent.edu/colleges/eh/ldes/special-education-early-childhood-pk-5-initial-licensure-preparation/#programrequirementstext
Ohio,Mount Saint Joseph University,Pre-K Special Needs Endorsement,State Certification or Credential Only,Online,No,ECSE,https://www.msj.edu/academics/graduate-programs/master-of-arts-teacher-advancement-programs/prek-special-needs-endorsement-program/index.html
Ohio,Muskingham University,"Early Childhood Intervention Specialist Licensure, Ages 3-8 without masters",State Certification or Credential Only,In Person,No,ECSE,https://www.muskingum.edu/gcs/mae/early-childhood-intervention
Ohio,Muskingham University,Pre-K Special Needs Endorsement,State Certification or Credential Only,In Person,No,ECSE,https://www.muskingum.edu/gcs/mae/prek
Ohio,Ohio State University,Early Childhood Intervention Specialist (ECI) - Licensure Only,State Certification or Credential Only,In Person,No,ECSE,https://ehe.osu.edu/license-only-programs/special-education-license-only-programs
